make,price,body,mileage,engV,engType,registration,year,drive
26,8300.0,2,91,1.8,1,1,2014,0
52,15000.0,0,95,2.5,0,1,2008,1
77,6300.0,4,132,2.8,1,1,1995,0
43,19300.0,3,103,8.7,3,1,2008,0
50,5500.0,3,250,2.2,0,0,2003,2
52,2500.0,2,350,1.8,3,1,1990,0
52,7900.0,2,148,1.8,3,1,2003,1
76,2500.0,3,102,1.5,3,1,2007,2
80,1500.0,1,100,1.2,3,1,1999,0
57,6300.0,5,237,1.6,0,1,2007,0
38,3300.0,0,197,3.1,0,0,2000,1
23,700.0,1,91,1.4,1,0,1994,0
59,1950.0,4,286,1.9,0,0,2001,0
77,8800.0,3,86,1.6,3,1,2012,0
12,5350.0,1,33,1.5,3,1,2008,0
50,12999.0,3,247,4.0,0,1,2003,2
28,5000.0,0,120,2.2,1,1,2008,2
56,10700.0,5,185,2.0,0,1,2008,0
77,4900.0,3,350,2.0,1,1,2000,0
17,4300.0,3,47,1.5,3,1,2007,0
74,16900.0,1,20,1.6,3,1,2014,0
57,18000.0,4,5,1.6,3,1,2015,0
12,5700.0,3,108,1.6,3,1,2007,0
17,4499.0,3,101,1.5,3,1,2010,0
52,12999.0,0,84,2.4,3,1,2009,1
67,4900.0,1,253,1.2,3,1,2007,0
80,2100.0,1,113,1.2,3,1,2006,0
76,1800.0,3,361,1.5,3,1,2001,2
49,12500.0,0,92,2.3,3,1,2008,1
50,10800.0,2,230,1.8,3,1,2006,2
77,7500.0,5,230,1.9,0,1,2006,0
76,1800.0,3,100,1.5,3,1,2006,2
56,9600.0,1,85,1.6,3,1,2012,0
74,13900.0,1,79,1.6,1,1,2012,0
76,2650.0,3,230,1.5,1,1,2005,0
14,13999.0,5,67,1.6,0,1,2012,0
50,14200.0,3,245,2.2,0,1,2007,2
12,5999.0,1,60,1.5,3,1,2009,0
39,12000.0,0,117,2.5,0,1,2008,1
55,12276.146999999999,1,0,1.2,3,1,2015,0
4,11800.0,4,278,2.5,0,1,2005,1
22,7200.0,5,170,1.3,0,1,2007,0
50,1600.0,3,338,3.0,0,0,1991,2
76,833.625,3,1,1.2,1,1,1984,2
42,12999.0,0,164,3.6,0,0,2008,1
12,5400.0,3,103,1.5,3,1,2006,0
55,19829.16,3,0,1.6,3,1,2015,0
55,25198.446,0,0,2.0,3,1,2016,0
4,3800.0,3,253,2.5,0,0,1998,0
23,7900.0,5,238,1.8,0,1,2008,0
55,19764.693,1,0,1.6,3,1,2015,0
30,16000.0,3,46,1.8,3,1,2012,0
76,2550.0,3,200,1.5,1,1,2006,0
4,27300.0,2,150,4.2,3,1,2007,1
23,7002.45,1,113,1.4,3,1,2011,0
55,3100.0,3,283,2.0,1,1,1996,0
55,7500.0,3,181,1.8,3,1,2007,0
5,20500.0,0,285,4.8,3,1,2006,1
57,1900.0,1,154,1.4,3,1,1993,0
50,9800.0,5,230,2.15,0,1,2004,2
67,5500.0,4,236,1.2,3,1,2003,0
33,9500.0,3,52,1.3,3,1,2011,0
59,1800.0,5,123,1.9,0,1,2004,0
67,11500.0,4,145,1.8,3,1,2010,0
56,9700.0,1,61,1.2,3,1,2012,0
17,4600.0,3,180,1.6,3,1,2003,0
56,4650.0,2,230,1.7,0,1,2003,0
34,26400.0,0,130,3.5,3,1,2009,1
5,3999.0,3,250,3.0,0,0,2000,2
39,8600.0,5,125,2.0,3,1,2008,0
23,6400.0,3,152,1.6,3,1,2006,0
70,11200.0,4,215,2.5,3,1,2008,1
56,7800.0,2,212,2.2,3,1,2007,0
39,12800.0,5,135,2.9,0,1,2008,0
33,15500.0,3,125,2.0,3,1,2012,0
5,5000.0,2,75,1.9,3,0,1998,2
74,9800.0,1,98,1.6,1,1,2008,0
50,9299.0,3,350,2.7,0,1,2000,2
56,9299.0,1,140,1.8,1,1,2007,0
23,9900.0,1,106,1.4,0,1,2012,0
66,8000.0,4,156,1.6,3,1,2006,0
23,5700.0,3,34,2.0,3,0,2010,0
30,4400.0,3,210,2.0,3,1,1997,0
49,4999.0,3,20,2.0,1,1,1995,0
57,6500.0,1,120,1.4,3,1,2006,0
23,6750.0,5,150,1.8,0,1,2012,0
12,12500.0,0,263,2.4,3,1,2007,1
17,5500.0,1,8,0.8,3,1,2013,0
23,5100.0,2,90,3.0,3,1,2000,1
5,25000.0,0,150,30.0,3,1,2007,1
49,12500.0,0,154,2.3,1,1,2008,0
67,14400.0,3,156,1.6,0,1,2011,0
77,4800.0,3,190,99.99,3,1,1998,0
74,2200.0,4,300,2.0,3,1,1989,0
4,4000.0,3,320,2.8,3,1,1992,0
42,3700.0,0,124,1.8,3,0,2005,1
50,8500.0,5,350,2.2,0,1,2004,2
43,17900.0,3,125,3.5,1,1,2007,0
76,5500.0,4,67,1.6,1,1,2012,0
33,10700.0,2,74,2.0,1,1,2008,0
77,6900.0,1,113,1.4,3,1,2003,0
4,35000.0,3,61,2.8,3,1,2012,1
55,3500.0,4,323,2.0,3,1,1994,0
43,14000.0,3,191,3.0,2,1,2006,2
71,9800.0,1,123,1.6,3,1,2008,0
77,23999.0,3,0,1.6,0,1,2016,0
52,17700.0,0,165,3.0,1,1,2007,1
74,10800.0,3,179,3.0,1,1,2005,0
5,33000.0,0,200,3.0,0,1,2010,1
30,15199.0,3,126,2.4,3,1,2008,0
57,10900.0,4,75,1.6,3,1,2012,0
5,14300.0,3,217,3.0,0,1,2005,2
76,2500.0,3,60,1.6,3,1,1999,2
56,4900.0,1,194,1.6,1,1,2002,0
80,1950.0,3,67,1.2,3,1,2005,0
74,16800.0,0,154,2.7,3,1,2005,1
39,1399.0,5,267,2.9,0,0,2000,0
22,6150.0,2,230,1.9,0,1,2006,0
74,8900.0,3,87,1.6,3,1,2008,0
30,19500.0,3,110,2.0,3,1,2011,0
76,1999.0,0,150,1.6,1,1,1986,1
56,5500.0,4,300,1.6,3,1,2001,0
56,7300.0,1,116,1.4,1,1,2007,0
52,8000.0,3,207,1.6,1,1,2007,0
76,2550.0,3,142,1.5,3,1,2006,0
49,9900.0,1,86,1.6,3,1,2008,0
30,10000.0,3,240,2.4,3,1,2006,0
52,12499.0,0,142,2.4,1,1,2008,1
50,15000.0,2,115,2.2,0,1,2011,2
67,21300.0,1,57,2.0,0,1,2014,0
4,19500.0,0,175,3.6,3,1,2007,1
67,13700.0,1,119,1.8,3,1,2009,0
57,23156.25,4,0,1.6,3,1,2016,0
76,2850.0,3,114,1.6,3,1,2008,0
52,5999.0,1,108,1.3,3,1,2006,0
4,13000.0,2,161,1.8,1,1,2001,0
77,2200.0,3,180,1.9,0,0,2003,0
43,9000.0,3,278,4.3,1,1,2002,2
12,6500.0,1,140,1.6,1,1,2009,0
50,10900.0,3,160,3.0,0,1,1996,2
4,3390.0,3,289,2.5,0,0,2002,0
67,5200.0,1,96,1.2,3,1,2007,0
77,4700.0,5,400,2.4,0,1,1999,0
74,13100.0,3,200,3.5,1,1,2006,0
22,6900.0,4,154,1.3,0,1,2009,0
12,6200.0,3,197,1.8,1,1,2005,0
50,7800.0,3,226,2.2,0,1,2000,2
49,2350.0,3,1,2.0,0,1,1990,0
23,17499.0,3,79,2.0,0,1,2014,0
76,3100.0,3,220,1.5,1,1,2005,0
80,1700.0,2,140,1.2,1,1,2005,0
77,11500.0,3,118,2.0,3,1,2007,0
50,6800.0,3,235,2.2,0,1,1999,2
67,8700.0,3,106,1.8,3,1,2006,0
30,20600.0,2,89,2.0,3,1,2012,1
50,9500.0,2,650,2.2,0,1,2005,2
43,20000.0,2,63,4.3,3,1,2002,2
5,13200.0,3,150,2.2,3,1,2004,2
76,2100.0,3,200,1.5,1,1,2004,0
23,6100.0,5,380,2.2,0,1,2007,0
55,17500.0,0,45,2.0,3,1,2012,1
77,6600.0,5,240,1.9,0,1,2008,0
17,3550.0,3,111,1.5,3,1,2007,0
59,8300.0,1,168,1.6,3,1,2009,0
12,9500.0,0,163,2.4,1,1,2008,1
5,2500.0,4,250,2.5,0,0,2000,2
50,3500.0,1,258,1.7,0,0,2002,0
76,1100.0,3,1,1.6,3,1,1977,2
76,1100.0,3,32,1.3,1,1,1980,2
14,11500.0,5,183,2.2,0,1,2012,0
67,11700.0,3,198,1.8,3,1,2011,0
5,3950.0,3,300,2.0,3,1,1986,2
23,1550.0,1,200,1.4,3,1,1990,0
77,6900.0,3,300,1.8,3,1,1998,0
59,1200.0,3,240,1.7,1,1,1988,0
55,7000.0,3,160,1.6,3,1,2007,0
70,9980.0,2,165,2.0,3,1,2007,1
76,1650.0,3,75,1.5,1,1,2003,2
67,11200.0,4,169,1.6,0,1,2011,0
57,7800.0,5,183,1.6,0,1,2007,0
56,6200.0,5,220,1.3,0,1,2008,0
56,2300.0,1,200,1.8,1,0,2000,0
56,2500.0,1,211,1.8,3,1,1994,0
57,5850.0,5,170,1.6,0,1,2007,0
4,3550.0,3,215,2.5,0,0,2001,0
4,2500.0,3,371,2.2,1,1,1987,0
5,8400.0,3,297,2.2,3,1,2000,2
5,19900.0,2,129,2.0,3,1,2008,2
33,23800.0,0,115,2.2,0,1,2011,1
76,2800.0,3,110,1.5,1,1,2005,0
59,8300.0,5,127,1.5,0,1,2011,0
77,1900.0,1,100,1.6,3,1,1989,0
50,21300.0,0,114,4.7,3,1,2007,1
77,2500.0,4,232,1.6,3,0,2001,0
52,20000.0,0,135,2.5,0,1,2011,1
76,2500.0,3,43,1.5,3,1,2004,2
58,17000.0,0,155,3.2,1,1,2004,1
56,2800.0,3,1,2.0,1,1,1988,2
50,2000.0,3,270,2.9,0,0,1996,2
56,9200.0,5,170,1.9,0,1,2006,0
77,11900.0,1,91,1.4,3,1,2010,0
17,2150.0,3,363,1.5,1,1,2007,0
5,5850.0,3,250,4.5,1,1,2001,2
4,18700.0,3,136,2.0,0,1,2009,1
4,11900.0,3,131,2.0,3,1,2007,0
74,8200.0,4,204,1.4,0,1,2005,0
71,11199.0,0,95,2.0,1,1,2007,1
55,12200.0,0,234,2.0,3,1,2007,1
50,7200.0,3,312,3.2,3,1,2000,1
77,10900.0,4,204,2.0,0,1,2007,0
30,4300.0,3,259,1.5,3,1,2000,0
5,2600.0,3,250,1.6,3,1,1996,2
77,3700.0,3,370,2.0,1,1,1992,0
50,12999.0,5,130,2.2,0,1,2012,0
77,13999.0,5,175,2.0,0,1,2012,0
50,12500.0,5,242,2.2,0,1,2008,2
50,65000.0,2,0,1.6,3,1,2016,2
12,8200.0,3,82,1.6,1,1,2012,0
43,23000.0,1,75,1.8,2,1,2011,0
49,9200.0,3,86,1.6,1,1,2008,0
42,6600.0,0,298,2.5,0,1,1997,1
77,9000.0,3,59,1.6,1,1,2013,0
33,6300.0,1,97,1.4,3,1,2007,0
74,10200.0,3,122,7.2,3,1,2011,0
52,9500.0,0,140,2.4,1,1,2007,1
30,26000.0,0,68,2.0,3,1,2012,1
56,10800.0,5,173,2.0,0,1,2011,0
57,11000.0,1,42,1.6,3,1,2011,0
23,1750.0,5,350,2.5,0,1,1990,2
56,13700.0,5,131,2.0,0,1,2009,0
77,2850.0,3,350,2.0,3,1,1990,0
33,7700.0,3,117,1.6,3,1,2007,0
76,3600.0,4,163,1.6,2,1,2007,0
80,1350.0,1,91,1.1,3,1,2004,0
0,11111.0,0,199,3.5,3,1,2005,1
56,15900.0,2,84,2.0,0,1,2010,0
5,42000.0,3,71,2.99,3,1,2011,1
52,28500.0,0,0,2.0,3,1,2016,1
52,33000.0,2,0,2.4,0,1,2016,1
52,25000.0,0,0,2.0,3,1,2016,0
50,68500.0,0,68,3.0,0,1,2014,1
52,36000.0,0,0,2.4,3,1,2016,1
52,46000.0,0,0,2.4,0,1,2016,1
52,40800.0,0,0,2.4,0,1,2016,1
23,8700.0,1,78,1.4,0,1,2012,0
14,13900.0,1,57,1.6,1,1,2012,0
76,4200.0,1,36,1.6,3,1,2012,0
5,3400.0,4,191,2.0,0,0,2002,2
50,22000.0,2,53,3.0,3,1,2007,2
50,18900.0,2,50,3.5,3,1,2005,1
50,5000.0,3,215,2.6,1,1,1992,2
52,5400.0,3,200,1.6,1,1,2005,0
50,13500.0,5,350,2.9,0,1,2000,2
5,13500.0,3,138,2.5,3,1,2004,2
33,14500.0,0,90,2.7,1,1,2008,1
52,10500.0,0,130,2.4,1,1,2006,1
70,18900.0,0,100,2.0,3,1,2012,1
52,2300.0,3,420,1.8,3,1,1991,0
56,2400.0,3,333,2.0,0,0,2000,2
4,3500.0,3,354,2.5,0,0,2000,1
42,34900.0,0,38,2.2,0,1,2013,1
57,11500.0,2,103,3.0,3,1,1998,0
50,14500.0,5,207,2.2,0,1,2008,2
76,3500.0,3,250,1.5,3,1,2005,0
78,38900.0,0,0,2.0,0,1,2016,0
77,5500.0,5,380,2.4,0,1,1999,0
74,3650.0,1,260,1.3,3,1,1996,0
39,23000.0,0,32,2.0,0,1,2014,1
74,23000.0,0,233,4.0,1,1,2006,1
76,2950.0,1,206,1.5,3,1,2006,0
5,4850.0,3,280,3.0,0,0,1999,2
55,12500.0,0,167,3.5,1,1,2007,1
4,6500.0,3,330,2.4,3,1,1999,0
33,6200.0,3,82,1.4,1,1,2009,0
50,2300.0,3,300,2.0,3,1,1991,2
5,4700.0,3,200,2.5,3,1,1995,2
56,3350.0,3,300,1.8,3,1,1997,0
78,10900.0,3,135,1.6,3,1,2009,0
5,75000.0,0,20,3.0,0,1,2014,1
77,7650.0,3,325,1.8,1,1,2003,0
77,19500.0,3,82,1.8,3,1,2011,0
52,8000.0,3,145,2.0,1,1,2007,0
74,25555.0,0,128,4.7,1,1,2004,1
67,13000.0,4,198,1.6,0,1,2012,0
27,8500.0,0,70,2.4,1,1,2008,1
77,9500.0,5,205,2.0,3,1,2006,0
59,7450.0,1,68,1.2,3,1,2009,0
56,1750.0,3,247,1.6,3,0,1996,0
30,6500.0,0,318,2.0,3,1,1997,1
26,8500.0,3,21,1.5,1,1,2014,0
57,8500.0,3,155,2.0,3,1,2007,0
4,10900.0,3,225,2.4,3,1,2005,0
74,27500.0,0,85,4.0,3,1,2007,1
77,22500.0,0,151,3.0,0,1,2009,1
54,1100.0,5,160,1.6,1,1,2005,2
74,16800.0,0,238,4.0,1,1,2004,1
5,17200.0,0,308,4.6,1,1,2003,1
17,4000.0,3,78,1.3,1,1,2011,0
63,7000.0,3,210,2.3,3,1,2000,0
56,5200.0,3,218,1.6,1,1,2002,0
14,7950.0,5,48,1.6,0,1,2013,0
13,10700.0,3,129,2.7,1,1,2006,2
30,8780.85,1,140,1.8,3,1,2007,0
67,11300.0,3,80,1.8,3,1,2008,0
75,5500.0,0,1,2.4,3,1,2016,1
11,4800.0,3,86,2.0,1,1,2008,0
50,41000.0,5,55,3.0,0,1,2011,2
23,1099.0,2,333,1.6,3,1,1987,2
55,5800.0,3,241,2.0,3,1,2004,0
42,81500.0,0,45,5.0,3,1,2013,1
49,6500.0,2,135,1.3,3,1,2004,2
41,1950.0,3,1,2.5,0,1,1990,0
33,7200.0,5,125,1.5,0,1,2007,0
17,4299.0,3,140,1.5,1,1,2008,0
50,7500.0,3,319,3.2,1,1,1997,2
77,10600.0,3,118,1.8,3,1,2008,0
50,85000.0,5,3,2.2,0,1,2016,1
23,13500.0,3,65,2.3,3,1,2009,0
74,8800.0,0,388,4.2,0,1,1997,1
33,5300.0,2,186,1.3,3,1,2005,0
80,1250.0,2,165,1.2,1,1,2004,0
77,4500.0,3,230,2.0,1,1,1996,0
50,11400.0,5,174,2.2,0,1,2012,2
74,18800.0,4,89,1.8,3,1,2012,0
49,4900.0,1,280,2.0,1,1,1998,0
50,46900.0,2,10,2.2,0,1,2012,2
33,18500.0,0,72,2.0,1,1,2011,1
52,7000.0,3,99,1.6,3,1,2005,0
55,7600.0,1,88,1.2,3,1,2008,0
50,4500.0,5,180,2.3,0,1,1998,0
77,10000.0,5,283,2.5,0,1,2005,0
55,3000.0,1,500,2.0,3,1,1991,0
43,4400.0,0,215,3.0,1,0,2000,1
59,7600.0,3,97,1.6,3,1,2008,0
77,14700.0,3,97,1.4,1,1,2012,0
59,7150.0,4,1,1.5,0,1,2005,0
5,45000.0,0,80,3.0,3,1,2011,1
74,9800.0,3,178,1.8,3,1,2007,0
55,3330.0,0,350,3.3,1,0,2000,1
67,12226.5,0,83,1.2,3,1,2012,0
76,3800.0,3,1,1.6,3,1,2008,0
50,11000.0,0,148,3.2,3,1,2001,1
56,2500.0,4,400,1.4,3,1,1991,0
22,9800.0,5,185,2.0,0,1,2009,0
77,1900.0,3,297,1.6,3,1,1987,0
5,28000.0,3,127,2.5,3,1,2010,2
17,4500.0,3,27,1.3,3,1,2005,0
76,1800.0,1,80,1.5,1,1,1997,0
30,25000.0,0,20,2.0,3,1,2012,1
77,6500.0,3,74,2.0,3,0,2011,0
70,15590.0,0,115,3.6,3,1,2008,1
39,5000.0,3,220,2.0,3,1,2002,0
77,11000.0,5,282,2.5,0,1,2006,0
74,10100.0,2,83,1.6,2,1,2008,0
4,3500.0,4,250,2.5,0,0,1998,0
39,23500.0,0,125,2.2,0,1,2012,1
23,10800.0,1,86,1.4,1,1,2011,0
23,9200.0,1,122,1.8,0,1,2008,0
59,8800.0,5,250,1.9,0,1,2006,0
43,10800.0,3,183,3.3,1,1,2003,0
59,11900.0,5,143,2.0,0,1,2009,0
55,7900.0,0,218,2.5,3,1,2003,1
76,1999.0,1,100,1.45,3,1,2001,0
50,34999.0,2,85,5.5,3,1,2008,2
50,70500.0,0,99,5.5,3,1,2009,1
52,11500.0,0,170,3.0,1,1,2005,1
5,23500.0,0,180,4.8,3,1,2008,1
33,8900.0,0,160,2.0,0,1,2006,1
33,13999.0,3,9,1.4,0,1,2014,0
77,12300.0,1,62,1.4,3,1,2012,0
77,10500.0,5,170,1.6,0,1,2013,0
67,7500.0,3,135,1.4,3,1,2010,0
17,5700.0,3,178,1.6,1,1,2003,0
59,8250.0,5,66,1.5,0,1,2014,0
17,3400.0,1,90,0.8,3,1,2006,0
49,14200.0,0,107,2.3,3,1,2008,1
23,7000.0,5,137,1.8,0,1,2011,0
77,11500.0,5,210,2.0,0,1,2012,0
77,2700.0,1,400,1.8,1,1,1989,0
33,9000.0,0,170,2.0,3,1,2008,0
74,9200.0,3,250,2.4,1,1,2003,0
23,3000.0,5,280,2.0,0,1,2004,0
67,8500.0,1,68,1.4,3,1,2012,0
43,17000.0,3,157,3.0,3,1,2007,2
56,9350.0,5,143,2.0,2,1,2011,0
52,6900.0,3,122,1.6,3,1,2008,0
74,11500.0,5,161,2.5,0,1,2002,2
77,11800.0,5,218,1.9,0,1,2008,0
5,21700.0,0,101,2.5,1,1,2007,1
77,2300.0,4,200,1.9,0,0,1999,0
50,2200.0,3,168,2.0,3,0,1994,2
76,950.0,3,76,1.3,3,1,1983,2
68,3999.0,1,171,0.6,3,1,2002,2
12,4500.0,3,104,1.5,3,1,2005,0
50,2900.0,2,248,2.0,3,0,1999,2
5,15250.0,2,144,3.0,3,1,2004,2
49,7200.0,3,152,1.6,3,1,2007,0
50,11300.0,2,220,3.2,0,1,2003,2
50,5500.0,3,440,2.0,3,1,1978,2
5,26900.0,0,140,4.8,3,1,2009,1
30,4599.0,1,210,1.4,1,1,1998,0
42,96000.0,0,47,4.4,0,1,2013,1
55,19451.25,0,0,1.6,3,1,2016,0
77,14900.0,4,165,1.4,3,1,2013,0
59,7700.0,3,100,1.6,1,1,2008,0
30,8900.0,3,124,1.8,3,1,2007,0
77,19000.0,4,185,2.0,0,1,2011,0
58,47900.0,0,140,4.8,3,1,2011,1
23,5700.0,5,216,1.8,0,1,2010,0
57,7250.0,1,153,2.0,1,1,2005,0
77,3200.0,3,367,2.0,3,1,1991,0
56,2200.0,4,210,2.5,0,0,2001,2
52,8400.0,0,100,3.2,0,1,2011,1
23,8950.0,3,86,1.6,3,1,2011,0
23,12000.0,3,130,2.5,1,1,2008,0
26,8499.0,3,46,1.5,1,1,2013,0
76,1300.0,3,100,1.6,3,1,1992,2
77,17900.0,0,130,3.6,1,1,2007,1
76,1100.0,3,98,1.5,1,1,1982,2
50,7000.0,2,260,2.2,0,1,2000,0
69,12900.0,0,159,2.7,0,1,2008,1
50,15800.0,3,231,3.5,1,1,2005,2
77,6000.0,5,460,1.9,0,1,1997,0
33,17250.0,0,97,2.0,1,1,2011,1
11,3000.0,3,140,1.6,1,1,2008,0
77,7800.0,5,352,2.5,0,1,2001,0
76,3550.0,3,152,1.6,3,1,2008,0
67,6777.0,4,123,1.4,3,1,2007,0
55,13990.0,3,73,2.5,3,1,2013,0
52,2900.0,3,350,1.6,3,1,1994,0
17,4000.0,3,154,1.5,1,1,2008,0
30,16200.0,3,90,2.4,3,1,2008,0
4,2750.0,3,450,2.5,0,0,1999,0
56,4000.0,3,144,2.2,3,0,2004,0
77,9000.0,3,59,2.0,3,0,2010,0
5,10800.0,3,180,2.0,3,1,2002,2
23,10800.0,3,130,1.6,3,1,2011,0
76,3450.0,3,110,1.6,3,1,2008,0
5,4300.0,3,240,2.5,0,0,2002,2
59,8000.0,5,189,1.9,0,1,2005,0
50,11700.0,1,103,1.5,3,1,2007,0
30,14800.0,3,140,2.4,3,1,2008,0
39,16200.0,0,137,2.0,1,1,2012,0
56,1400.0,3,1,2.0,3,1,1988,2
50,9300.0,3,270,2.7,0,1,2001,2
59,8200.0,4,180,1.6,1,1,2010,0
33,13950.0,3,67,1.8,3,1,2012,0
67,9700.0,3,130,2.0,0,1,2009,0
43,2800.0,3,227,2.0,0,0,2000,0
76,3100.0,1,198,1.6,1,1,2005,0
39,11500.0,3,100,1.6,1,1,2012,0
4,10700.0,4,222,2.5,0,1,2005,0
33,6999.0,3,103,1.5,0,1,2008,0
74,25200.0,0,128,4.0,1,1,2007,1
55,3400.0,3,220,1.4,1,1,1997,0
68,3450.0,3,155,0.6,3,1,1999,2
5,42500.0,0,29,3.0,3,1,2011,1
56,9300.0,3,189,1.6,3,1,2011,0
50,12250.0,2,185,2.2,0,1,2012,2
76,1650.0,2,1,1.3,1,1,1988,2
56,2700.0,3,278,2.0,1,1,1991,2
37,9800.0,3,240,3.0,3,1,2001,1
74,11950.0,1,120,1.4,3,1,2013,0
77,18900.0,1,56,2.0,3,1,2012,0
77,14800.0,3,85,1.4,3,1,2013,0
33,10500.0,0,112,2.0,3,1,2008,1
59,8800.0,5,200,1.9,0,1,2005,0
30,11000.0,3,180,2.0,3,1,2006,0
12,6550.0,3,134,1.6,1,1,2008,0
22,3100.0,1,179,1.4,1,1,1992,0
5,33500.0,3,65,2.0,3,1,2013,2
42,8900.0,0,295,4.6,1,1,2000,1
70,6500.0,3,226,1.6,1,1,2002,1
12,5400.0,1,137,1.5,3,1,2006,0
23,8400.0,1,36,1.3,3,1,2012,0
77,15800.0,3,56,1.4,2,1,2013,0
30,15000.0,2,180,2.4,3,1,2008,0
59,10200.0,5,183,2.0,0,1,2012,0
76,1500.0,1,54,1.1,1,1,1992,0
12,3500.0,5,318,3.1,3,1,1994,0
77,8900.0,1,128,1.4,3,1,2010,0
77,18000.0,0,117,2.5,0,1,2006,1
11,3000.0,2,111,1.3,1,1,2007,0
57,10800.0,5,28,1.6,0,1,2014,0
43,22200.0,3,172,4.6,3,1,2008,2
50,10500.0,3,266,5.0,1,1,2004,2
74,7000.0,0,150,2.0,3,1,2000,0
49,1100.0,3,200,2.0,0,1,1987,0
12,5800.0,4,129,1.8,1,1,2007,0
50,49500.0,0,52,3.0,0,1,2013,1
67,9300.0,3,140,1.5,1,1,2007,0
76,3700.0,3,104,1.5,1,1,2008,0
76,1400.0,3,87,1.6,3,1,2002,2
66,24000.0,1,50,1.8,3,1,2014,0
12,58500.0,2,1,2.0,3,1,2016,2
50,14500.0,5,171,2.2,0,1,2011,2
12,4999.0,0,62,1.7,3,1,2006,1
74,16500.0,0,328,4.2,0,1,1993,1
56,3500.0,3,398,1.8,1,1,1995,0
17,2650.0,3,175,1.5,1,1,2007,0
71,12000.0,0,103,2.0,1,1,2007,1
5,32000.0,0,138,3.0,3,1,2009,1
33,10300.0,0,184,2.0,1,1,2007,1
67,6999.0,1,60,1.2,3,1,2011,0
33,7000.0,3,113,1.5,0,1,2008,0
49,12500.0,0,95,2.3,1,1,2007,1
33,5100.0,1,110,1.4,2,1,2005,0
56,2800.0,3,319,2.0,3,1,1989,0
74,10500.0,0,200,4.5,1,1,1996,1
13,12900.0,1,98,2.4,1,1,2009,0
77,2750.0,4,1,1.9,0,0,2001,0
33,5400.0,1,133,1.4,3,1,2004,0
34,15900.0,0,110,3.5,1,1,2004,1
52,6990.0,0,225,2.5,3,1,1997,1
4,38500.0,4,75,2.0,0,1,2013,1
76,4800.0,3,52,1.6,3,1,2008,0
70,6500.0,3,140,1.6,1,1,2003,1
4,10500.0,4,198,4.2,1,1,2005,1
77,4300.0,1,217,1.6,1,1,1997,0
30,15400.0,0,137,2.4,1,1,2008,1
55,9200.0,5,90,1.6,1,1,2008,0
50,121500.0,3,22,3.0,0,1,2014,1
52,16000.0,4,174,3.2,0,1,2006,1
67,10800.0,3,139,1.8,3,1,2008,0
67,7500.0,1,205,1.8,1,1,2007,0
77,34500.0,5,167,2.0,0,1,2013,0
5,8100.0,0,175,3.0,1,0,2005,1
5,14000.0,0,240,4.4,1,1,2002,1
22,8000.0,1,125,1.2,3,1,2010,0
49,6500.0,2,100,1.3,3,1,2005,2
11,6000.0,1,85,1.6,3,1,2010,0
50,11299.0,5,1,2.2,2,1,2006,2
14,5400.0,3,200,2.0,3,1,2002,0
77,13300.95,3,0,1.6,3,1,2016,0
77,17191.2,3,0,1.6,3,1,2016,0
77,13893.75,3,0,1.6,3,1,2016,0
17,4600.0,1,46,0.8,3,1,2014,0
77,1950.0,1,94,1.1,3,1,1982,0
77,17300.0,0,148,3.0,0,1,2007,1
77,3000.0,4,250,1.9,0,1,1992,0
5,18000.0,3,180,2.0,2,0,2011,2
17,2199.0,3,230,10.0,1,1,1997,0
67,5500.0,3,215,8.0,3,1,2002,0
59,9500.0,5,189,2.0,0,1,2010,0
77,6500.0,3,320,1.9,0,1,2001,0
76,3900.0,3,140,1.6,1,1,2010,0
52,9200.0,3,163,2.0,3,1,2008,0
76,3900.0,1,125,1.6,1,1,2007,0
5,9500.0,3,315,2.5,0,1,2001,2
23,13500.0,3,98,2.3,1,1,2010,0
77,9700.0,3,201,2.0,3,1,2007,0
5,8200.0,3,238,3.0,0,0,2004,2
5,71500.0,0,19,2.5,0,1,2015,1
49,8900.0,3,138,1.6,1,1,2007,0
55,8500.0,3,195,1.6,3,1,2006,0
5,8999.0,2,160,1.8,3,1,1997,2
57,11596.65,3,0,1.2,3,1,2016,0
56,3500.0,1,22,2.2,0,0,2003,0
42,46000.0,0,75,5.0,3,1,2012,1
50,18500.0,0,1,3.5,1,1,2006,1
4,2400.0,3,305,2.3,1,1,1989,0
39,10650.0,5,180,2.9,0,1,2008,0
50,9200.0,5,266,2.2,0,1,2008,2
80,950.0,3,35,1.1,3,1,1995,0
0,12900.0,3,126,3.5,1,1,2006,1
49,2950.0,3,297,1.5,3,1,1996,0
50,12000.0,3,298,5.0,3,1,2004,1
52,6300.0,0,235,3.2,0,0,2001,1
80,4000.0,3,75,1.3,1,1,2011,0
67,12899.0,4,214,1.6,0,1,2010,0
56,9950.0,5,161,2.0,0,1,2013,0
52,17000.0,0,89,3.8,3,1,2008,1
50,9000.0,0,220,3.2,1,1,1999,1
50,6000.0,5,200,2.2,0,1,2000,0
43,47500.0,0,4,2.7,3,1,2015,0
76,2700.0,0,1,1.7,3,1,1995,1
23,12226.5,4,91,1.6,3,1,2012,0
50,300000.0,2,37,5.0,3,1,2012,1
12,10140.585,3,136,1.8,3,1,2013,0
74,12500.0,1,75,1.4,0,1,2012,0
76,3100.0,1,160,1.6,3,1,2007,0
5,4900.0,3,295,2.0,3,1,1994,2
