make,price,body,mileage,engV,engType,registration,year,drive
56,12200.0,5,145,2.0,0,1,2013,0
52,15200.0,0,193,3.0,1,1,2008,1
77,9300.0,4,150,2.0,3,1,2008,0
42,38500.0,2,56,2.0,3,1,2013,1
50,3900.0,3,111,2.5,0,1,1989,2
52,6400.0,3,127,1.6,3,1,2006,0
39,17700.0,0,50,2.0,3,1,2012,0
76,1850.0,1,50,1.5,3,1,1992,0
56,7300.0,4,280,2.5,0,1,2003,2
50,7700.0,5,290,2.2,0,1,2004,2
71,6400.0,3,25,2.4,3,1,2011,1
34,12900.0,1,145,3.5,1,1,2003,1
77,12900.0,5,127,1.6,0,1,2011,0
74,22900.0,3,60,2.5,3,1,2012,0
52,5999.0,3,150,1.6,3,1,2005,0
52,5800.0,3,186,1.6,3,1,2006,0
49,7950.0,3,140,2.0,2,1,2006,0
50,14000.0,2,144,2.2,0,1,2009,2
52,2300.0,3,523,1.8,0,1,1989,0
23,1850.0,3,200,2.5,3,0,2001,0
50,14800.0,5,139,3.0,0,1,2008,2
5,4700.0,3,333,3.0,3,1,1994,2
50,11300.0,3,363,3.2,1,1,2004,2
23,6099.0,3,220,1.8,1,1,2002,0
59,8100.0,0,90,1.9,0,1,2005,1
77,10800.0,3,100,1.8,3,1,2008,0
50,11900.0,5,215,2.2,0,1,2011,2
22,980.0,2,260,1.0,3,1,1989,0
74,31000.0,0,86,2.2,0,1,2014,1
74,8800.0,0,205,2.0,3,1,2002,1
50,8700.0,5,290,2.2,0,1,2005,2
52,7200.0,3,102,1.6,3,1,2007,0
77,12499.0,2,184,2.0,0,1,2012,0
50,1200.0,3,240,2.4,3,0,1999,2
50,11499.0,2,157,2.2,0,1,2012,2
55,14500.0,2,187,2.5,0,1,2008,1
50,28500.0,3,148,2.2,0,1,2011,2
33,12800.0,1,19,1.4,3,1,2013,0
14,14462.65275,1,1,1.6,0,1,2015,0
23,25400.0,0,40,2.0,0,1,2014,1
33,5100.0,1,108,1.4,3,1,2007,0
76,8447.4,0,1,1.7,3,1,2015,1
50,12800.0,2,360,2.2,0,1,2008,2
11,11111.295,0,1,1.6,3,1,2016,0
50,12100.0,3,310,2.2,0,1,2005,2
4,41000.0,0,88,4.2,0,1,2010,1
52,25342.2,2,1,2.5,0,1,2016,1
12,10577.775,0,1,1.7,3,1,2015,1
77,9250.0,3,200,2.0,0,1,2007,0
14,5000.0,5,194,1.9,0,1,2005,0
49,12950.0,0,65,2.3,3,1,2008,1
33,9300.0,3,98,1.4,3,1,2011,0
57,16042.65,1,1,1.6,0,1,2015,0
50,68700.0,0,980,3.0,0,1,2013,1
33,6300.0,3,164,1.6,1,1,2008,0
42,72000.0,0,45,5.0,3,1,2013,1
50,4700.0,3,1,1.8,3,1,1996,2
61,38500.0,0,55,2.3,3,1,2013,1
50,12950.0,3,313,3.2,0,1,2003,2
49,12400.0,0,148,2.3,3,1,2008,1
77,15900.0,3,77,1.4,3,1,2012,0
4,4300.0,3,340,2.4,1,1,1998,1
5,36900.0,3,17,2.0,3,1,2013,2
30,21800.0,3,0,1.6,3,1,2016,0
30,19499.0,0,144,3.5,3,1,2008,1
23,1100.0,3,301,1.8,0,0,1998,0
39,10200.0,3,112,2.0,1,1,2008,0
69,9000.0,0,205,2.9,0,1,2002,1
4,75000.0,0,0,3.0,0,1,2015,1
39,11800.0,3,44,1.4,1,1,2014,0
77,9000.0,3,178,1.9,0,1,2009,0
17,4700.0,3,86,1.4,1,1,2008,0
76,2000.0,3,49,1.3,3,1,1974,2
59,4900.0,3,90,1.4,1,1,2008,0
56,11200.0,5,180,2.0,0,1,2012,0
74,8800.0,3,165,1.8,3,1,2007,0
17,3200.0,3,75,1.4,3,1,2008,0
12,8700.0,3,93,2.0,1,1,2010,0
55,11500.0,0,78,1.6,3,1,2011,0
77,17900.0,5,92,1.4,3,1,2012,0
77,7999.0,5,210,1.6,1,1,2004,0
49,3200.0,3,217,2.0,3,1,1993,0
50,129999.0,0,1,2.99,0,1,2016,1
23,7300.0,2,130,1.8,0,1,2011,0
56,12500.0,3,140,1.4,3,1,2012,0
4,92222.0,0,0,3.0,0,1,2016,1
23,2300.0,3,240,2.0,0,0,2001,0
74,8600.0,3,126,1.6,3,1,2008,0
74,14900.0,2,175,3.5,1,1,2008,0
55,10500.0,0,155,2.5,1,1,2007,1
52,7500.0,3,94,1.6,3,1,2007,0
74,41900.0,0,89,4.5,0,1,2012,1
50,17500.0,4,113,2.2,0,1,2010,2
77,17900.0,4,115,1.8,3,1,2012,0
50,9999.0,3,250,2.2,0,1,2000,2
77,9600.0,3,185,1.6,1,1,2008,0
32,39500.0,2,110,6.0,1,1,2007,1
50,9999.0,3,322,2.7,0,1,2000,2
50,16500.0,5,152,2.2,0,1,2012,2
49,12200.0,0,79,2.3,3,1,2008,1
77,13000.0,5,110,1.9,0,1,2009,0
17,3699.0,1,111,0.8,3,1,2007,0
56,9500.0,5,180,2.0,0,1,2008,0
77,1450.0,2,200,1.8,1,1,1987,0
74,12500.0,3,110,2.4,1,1,2007,0
59,10500.0,5,183,2.5,0,1,2006,0
4,4000.0,4,300,2.5,0,0,2001,0
77,22800.0,2,161,2.0,0,1,2011,1
12,6500.0,4,116,1.8,1,1,2010,0
74,52500.0,0,43,3.0,2,1,2014,1
4,4000.0,3,263,1.9,0,1,1996,0
12,5600.0,3,168,1.5,1,1,2007,0
30,10900.0,3,99,1.8,3,1,2008,0
43,14290.0,0,173,3.0,3,1,2004,1
76,3600.0,1,114,1.6,1,1,2010,0
56,11350.0,5,177,2.0,0,1,2012,0
56,14000.0,5,210,2.5,0,1,2011,0
13,13800.0,4,76,2.7,3,1,2009,2
30,13700.0,2,82,2.4,3,1,2008,0
5,7000.0,3,227,3.0,0,0,2004,2
39,9200.0,1,125,1.6,3,1,2008,0
12,6150.0,3,102,1.5,3,1,2008,0
74,12900.0,3,129,1.8,3,1,2009,0
23,1300.0,3,250,1.6,3,1,1988,2
34,49900.0,0,20,3.0,0,1,2015,1
50,11500.0,3,180,3.2,1,1,2004,2
33,6500.0,3,92,1.4,3,1,2008,0
43,16000.0,0,195,3.5,1,1,2006,1
56,11700.0,5,170,2.0,2,1,2008,0
52,1699.0,1,294,1.6,1,1,1992,0
12,8300.0,3,97,2.0,3,1,2010,0
23,2000.0,5,320,2.5,0,0,1996,2
4,37000.0,2,170,3.0,0,1,2010,1
77,11600.0,3,169,1.4,1,0,2013,0
12,5400.0,1,142,1.5,1,1,2008,0
50,12300.0,3,300,2.2,0,1,2003,2
14,5500.0,1,108,1.4,3,1,2005,0
56,4250.0,1,228,2.0,3,1,1996,0
43,27000.0,0,150,4.7,1,1,2007,1
33,9900.0,0,168,2.0,1,1,2007,1
5,4599.0,3,267,2.0,1,1,1991,2
74,4000.0,3,243,2.0,1,1,1987,2
67,8100.0,3,196,1.8,3,1,2005,0
52,3149.25,1,330,2.0,1,1,1993,0
17,4500.0,3,35,1.3,1,1,2013,0
67,5200.0,1,183,1.2,1,1,2006,0
77,6900.0,3,256,1.8,3,1,2002,0
74,44700.0,0,120,3.5,3,1,2013,1
50,4000.0,3,370,3.2,0,0,2002,2
77,10200.0,5,137,1.9,0,1,2008,0
56,3900.0,3,389,2.0,1,1,1995,0
55,5000.0,2,125,1.2,3,1,2006,0
59,7500.0,2,440,2.0,0,1,2008,0
5,8200.0,3,368,3.0,0,1,2000,2
74,18200.0,0,146,2.7,1,1,2006,1
4,23000.0,0,240,4.2,3,1,2007,1
55,8500.0,1,81,1.6,3,1,2008,0
77,9500.0,1,29,1.4,3,1,2014,0
39,10700.0,3,38,1.4,3,1,2013,0
12,4500.0,1,185,1.5,1,1,2004,0
77,41000.0,0,180,3.0,0,1,2013,1
52,12900.0,0,148,3.0,1,1,2008,1
77,12114.34965,3,0,1.6,3,1,2016,0
57,9600.0,5,150,1.6,0,1,2010,0
77,20350.0,4,111,2.0,0,1,2012,0
42,3500.0,0,200,2.5,3,0,2003,1
67,8300.0,3,165,2.0,3,1,2006,0
24,3800.0,3,144,2.3,3,1,2008,2
5,32500.0,2,86,3.0,3,1,2010,2
14,6500.0,5,237,2.2,0,1,2007,0
49,1300.0,3,274,1.5,3,0,1995,0
30,20999.0,3,74,2.4,3,1,2011,0
77,8300.0,2,151,2.0,3,1,2005,0
50,16900.0,5,180,3.0,0,1,2008,2
76,3500.0,1,97,1.6,3,1,2008,0
55,25982.7945,0,0,1.6,0,1,2016,0
5,8900.0,3,250,2.5,0,1,2001,2
50,11500.0,5,209,2.2,0,1,2008,2
76,4000.0,1,92,1.6,1,1,2006,0
43,14000.0,0,182,3.0,3,1,2003,1
59,5950.0,5,135,1.5,0,1,2012,0
4,2600.0,4,110,2.5,0,0,2002,0
56,10800.0,5,108,2.0,0,1,2012,0
5,27800.0,3,170,2.0,0,1,2011,2
77,21000.0,0,173,3.0,0,1,2008,1
56,10300.0,2,202,2.0,0,1,2008,0
5,10999.0,3,150,2.0,1,1,2003,2
43,14900.0,0,180,3.0,1,1,2004,1
23,6900.0,1,139,1.4,3,1,2011,0
5,24700.0,4,142,2.0,0,1,2012,2
77,9200.0,1,127,1.6,3,1,2007,0
50,8100.0,5,330,2.2,0,1,2001,0
74,42500.0,0,50,3.0,0,1,2012,1
55,18421.26,3,0,1.6,3,1,2015,0
5,31000.0,3,100,2.0,3,1,2012,2
59,5750.0,0,225,2.0,1,1,2003,1
50,20000.0,0,251,5.0,1,1,2002,1
50,33800.0,0,120,3.0,0,1,2010,1
57,21900.0,2,17,1.6,3,1,2011,0
76,3750.0,3,100,1.5,3,1,2008,0
67,16000.0,0,40,1.8,3,1,2013,1
67,9600.0,3,58,1.8,3,1,2008,0
4,19990.0,3,127,2.8,3,1,2010,1
50,13899.0,1,232,3.0,0,1,2007,2
22,6000.0,1,145,1.6,3,1,2006,0
70,16799.0,4,90,2.5,2,1,2011,1
5,21600.0,0,200,4.8,2,1,2007,1
55,6999.0,3,230,3.0,3,1,2004,0
52,7000.0,3,133,1.6,3,1,2008,0
50,11700.0,3,246,5.0,3,1,2004,1
50,63000.0,0,160,3.0,0,1,2013,1
77,28000.0,5,163,2.0,0,1,2010,1
59,7450.0,2,208,1.9,2,1,2004,0
76,1700.0,3,82,1.5,3,1,2004,2
43,6000.0,3,350,3.0,3,1,1996,2
23,1550.0,1,285,2.0,1,1,1988,2
50,195000.0,0,2,5.5,3,1,2016,1
77,38764.0,3,0,2.0,0,1,2014,0
50,12500.0,5,386,2.2,0,1,2008,2
74,17800.0,0,220,3.0,0,1,2004,1
52,8400.0,3,250,2.0,3,1,2007,0
74,38233.0,2,0,2.4,0,1,2016,1
56,4500.0,3,369,2.0,1,1,1995,2
4,16400.0,4,152,2.0,0,1,2011,0
42,21000.0,0,136,2.2,0,1,2010,1
55,8800.0,1,73,1.4,3,1,2013,0
77,7800.0,1,230,1.6,3,1,2004,0
77,35900.0,5,132,2.0,0,1,2011,1
77,11200.0,5,200,2.5,0,1,2003,1
5,14200.0,3,263,3.0,3,1,2004,2
38,12500.0,0,125,2.5,3,1,1994,1
77,16900.0,0,145,1.4,3,1,2011,1
76,1800.0,4,3,1.5,3,1,1987,2
5,30500.0,1,110,4.4,3,1,2008,1
59,10700.0,5,265,2.0,0,1,2007,0
59,8750.0,4,46,1.6,3,1,2012,0
33,11500.0,3,75,1.6,3,1,2011,0
50,55000.0,3,34,2.2,0,1,2011,2
68,5600.0,2,158,0.7,3,1,2006,2
80,5000.0,1,32,1.5,1,1,2012,0
77,12000.0,4,187,2.0,0,1,2008,0
50,15500.0,3,270,3.2,0,0,2007,2
12,8200.0,3,140,2.0,3,1,2007,0
12,6000.0,3,128,1.5,3,1,2008,0
33,28400.0,0,1,2.0,3,1,2016,1
5,18400.0,0,256,3.0,0,1,2006,1
17,3800.0,3,170,1.5,1,1,2007,0
33,17500.0,3,60,1.8,3,1,2013,0
12,6950.0,3,88,1.5,1,1,2011,0
77,12999.0,4,95,1.6,0,1,2010,0
56,12750.0,3,119,1.8,1,1,2010,0
23,3800.0,1,460,2.9,1,1,1993,2
5,85555.0,3,10,3.0,0,1,2015,1
77,10200.0,3,280,1.8,3,1,2006,0
77,22000.0,0,98,2.0,0,1,2013,1
59,8500.0,5,157,1.5,0,0,2013,0
39,13000.0,3,64,1.6,1,1,2013,0
17,3100.0,3,90,1.5,3,1,2005,0
4,16500.0,4,171,2.0,0,1,2008,0
59,999.0,3,430,2.0,1,1,1988,0
52,21000.0,0,98,2.5,0,1,2011,1
4,2450.0,4,325,2.5,0,0,2000,0
74,14900.0,3,110,3.5,3,1,2008,0
17,3000.0,1,88,0.8,3,1,2010,0
37,27500.0,3,102,3.0,3,1,2012,2
4,4700.0,3,400,2.6,3,1,1996,0
5,1950.0,3,162,1.6,3,0,1995,2
4,21700.0,3,167,3.0,3,1,2009,1
50,36000.0,0,162,3.0,0,1,2009,1
77,16700.0,3,175,2.0,3,1,2011,0
77,1500.0,3,255,1.9,0,0,1998,0
33,6300.0,3,163,1.5,0,1,2008,0
66,19500.0,3,20,1.4,3,1,2015,0
23,6400.0,1,140,1.6,0,1,2006,0
78,20999.0,0,165,3.0,3,1,2008,1
4,2650.0,4,333,2.5,0,0,2000,0
23,6900.0,4,150,1.4,1,1,2008,0
67,12700.0,3,125,1.8,3,1,2011,0
77,18500.0,3,74,1.8,3,1,2011,0
76,3199.0,2,127,1.7,3,1,2008,1
17,4350.0,3,37,1.5,1,1,2009,0
77,16000.0,1,26,1.2,3,1,2014,0
52,8200.0,3,139,1.5,2,1,2012,0
67,6600.0,1,86,1.4,3,1,2008,0
39,4350.0,0,199,2.0,1,1,1997,1
33,8000.0,3,193,2.0,1,1,2007,0
74,32950.0,2,50,5.7,3,1,2013,1
17,4650.0,3,63,1.5,3,1,2007,0
17,4700.0,3,68,1.5,1,1,2007,0
50,9999.0,0,300,3.2,3,1,1998,1
4,2200.0,4,280,2.5,0,0,2002,1
17,2950.0,3,212,1.5,3,1,2006,0
56,6400.0,1,163,1.6,3,1,2005,0
17,4200.0,3,117,1.5,3,1,2007,0
74,2350.0,1,211,1.3,3,1,1987,0
71,10200.0,4,127,2.0,3,1,2007,1
12,12300.0,1,670,1.8,1,1,2013,0
74,89000.0,0,61,4.5,0,1,2011,1
56,5000.0,5,190,1.3,0,1,2005,0
67,8500.0,1,147,1.6,3,1,2005,0
77,8899.0,4,198,1.9,2,1,2004,0
14,6200.0,5,150,1.3,0,1,2012,0
67,7500.0,1,90,1.4,3,1,2011,0
55,7650.0,5,107,1.6,1,1,2007,0
76,3300.0,1,120,1.6,1,1,2007,0
56,10499.0,2,160,2.0,2,1,2012,0
74,8500.0,3,168,1.6,3,1,2008,0
22,7700.0,5,96,1.3,0,1,2011,0
5,32000.0,0,52,3.0,3,1,2012,1
39,6900.0,3,92,1.6,3,1,2007,0
76,950.0,3,97,1.5,3,1,1993,2
56,8300.0,5,145,1.9,0,1,2006,0
5,12799.0,3,181,2.2,1,1,2004,2
17,4200.0,3,84,1.5,3,1,2004,0
77,9750.0,5,253,1.9,0,1,2010,0
12,5300.0,3,145,2.5,3,1,2006,0
74,45000.0,0,80,4.0,3,1,2013,1
5,44999.0,0,87,3.0,0,1,2011,1
33,6400.0,3,85,1.4,3,1,2009,0
17,4700.0,3,110,1.5,1,1,2007,0
33,12700.0,3,34,1.6,3,1,2013,0
67,23500.0,3,70,2.0,0,1,2013,0
5,15500.0,3,89,2.0,0,0,2012,2
55,8500.0,5,104,1.4,3,1,2010,0
67,5500.0,1,85,1.2,3,1,2007,0
59,7200.0,5,285,1.9,0,1,2002,0
5,3500.0,4,280,3.0,0,0,2001,1
17,2200.0,3,200,1.5,3,1,2003,0
67,5200.0,3,160,1.2,3,1,2006,0
59,6700.0,5,216,1.5,0,1,2010,0
59,10900.0,4,175,1.5,0,1,2012,0
67,19800.0,1,160,2.0,0,1,2013,0
52,7500.0,3,140,1.5,3,1,2007,0
23,10400.0,3,198,1.6,1,1,2008,0
55,21500.0,0,72,2.0,0,1,2013,1
67,7450.0,4,118,1.4,3,1,2008,0
4,24500.0,3,122,4.0,0,1,2008,1
5,38000.0,3,74,2.0,0,1,2014,2
57,14000.0,4,45,1.6,0,1,2013,0
77,11962.0,3,0,1.6,3,1,2015,0
17,3500.0,1,76,0.8,3,1,2007,0
77,30385.0,4,0,2.0,0,1,2014,0
77,39615.0,3,0,2.0,0,1,2016,0
77,39040.0,3,0,2.0,0,1,2014,0
56,2550.0,3,195,2.2,3,0,2000,2
50,8999.0,5,360,2.2,0,1,2006,2
56,7350.0,1,188,1.3,0,1,2005,0
23,7999.0,3,146,1.6,3,1,2010,0
77,17900.0,2,123,1.8,3,1,2010,0
12,4200.0,3,160,1.5,3,1,2005,0
56,7700.0,5,280,1.9,0,1,2003,0
5,34900.0,0,35,3.0,3,1,2011,1
67,6600.0,4,1,1.4,1,1,2007,0
77,7200.0,2,177,1.9,0,1,2010,0
23,16400.0,1,6,1.0,3,1,2015,0
39,9700.0,1,67,1.6,3,1,2011,0
74,20100.0,0,48,2.0,3,1,2012,1
56,3100.0,3,286,2.0,3,1,1994,2
5,6500.0,3,1,3.5,3,1,1999,2
5,25800.0,0,205,3.0,0,1,2008,1
23,6500.0,5,148,1.8,0,1,2011,0
56,20800.0,3,151,2.0,0,1,2013,0
55,14999.0,3,66,2.5,3,1,2010,0
5,57000.0,0,47,3.0,0,1,2014,1
33,9700.0,1,90,1.6,0,1,2010,0
77,10799.0,5,128,1.9,0,1,2010,0
39,7300.0,3,73,1.6,3,1,2008,0
50,47600.0,5,0,2.2,0,1,2016,2
50,47600.0,5,0,2.2,0,1,2016,2
55,8790.0,5,69,1.4,3,1,2010,0
67,16500.0,3,94,1.9,0,1,2012,0
77,9850.0,3,110,2.0,3,1,2006,0
77,9000.0,3,135,1.6,1,1,2011,0
23,11500.0,1,71,1.0,3,1,2013,0
55,14931.15,3,1,1.6,3,1,2015,0
5,39999.0,3,45,3.0,3,1,2011,1
66,17600.0,1,28,1.4,3,1,2014,0
50,97555.0,5,0,2.5,0,1,2016,1
59,9900.0,0,201,1.9,0,1,2006,1
56,3999.0,3,250,2.5,3,1,1997,2
55,38800.0,0,112,5.6,3,1,2012,1
71,10400.0,0,144,2.0,3,1,2006,1
59,2999.0,5,245,1.5,0,1,2003,0
57,6300.0,1,176,1.6,1,1,2005,1
52,11500.0,0,191,3.0,1,1,2006,1
5,77500.0,0,1,3.0,3,1,2016,1
57,6300.0,2,112,1.6,0,1,2007,0
56,1499.0,3,260,2.5,3,0,1997,0
56,9700.0,1,52,1.4,3,1,2012,0
59,11000.0,1,127,1.5,0,1,2012,0
4,32300.0,1,54,2.8,3,1,2011,0
56,7400.0,4,230,1.3,0,1,2006,0
33,29400.0,3,0,2.0,3,1,2016,0
52,11450.0,3,60,1.6,1,1,2012,0
77,12500.0,4,195,1.6,0,1,2013,0
5,25500.0,0,130,3.0,1,1,2007,1
67,11100.0,3,110,1.6,3,1,2010,0
33,18300.0,1,0,1.6,3,1,2016,0
33,8999.0,1,56,1.6,3,1,2010,0
23,6450.0,4,180,1.6,0,0,2012,0
17,3200.0,1,75,1.0,3,1,2007,0
5,34500.0,0,85,3.0,3,1,2010,1
12,4600.0,3,138,1.5,3,1,2006,0
56,4800.0,5,220,1.6,1,1,2006,0
4,18500.0,3,245,3.0,0,1,2006,1
5,31111.0,3,117,4.4,3,1,2010,1
4,22800.0,3,122,2.0,3,1,2011,0
56,10000.0,5,200,2.0,0,1,2007,0
50,50000.0,3,240,3.5,3,1,2006,2
5,13000.0,3,165,2.2,1,1,2003,2
52,9450.0,3,125,2.0,1,1,2008,0
50,7200.0,5,200,2.2,0,1,2004,2
67,15100.0,3,56,1.8,3,1,2011,0
17,5700.0,1,26,0.8,3,1,2012,0
77,7200.0,1,127,1.39,3,1,2007,0
66,7000.0,1,105,2.0,0,1,2006,0
56,11440.0,3,81,1.6,3,1,2013,0
56,2500.0,5,251,1.4,1,1,1996,0
67,12700.0,4,105,1.8,3,1,2012,0
33,13000.0,2,72,2.0,3,1,2008,0
56,8000.0,4,191,1.3,0,1,2006,0
77,1500.0,2,160,1.4,3,0,1999,0
5,37900.0,0,97,3.0,0,1,2010,1
67,8000.0,3,126,1.8,1,1,2008,0
77,17000.0,2,184,3.6,3,1,2008,1
50,6500.0,2,215,2.2,0,1,2000,0
56,18900.0,3,69,2.0,3,1,2011,0
74,30000.0,0,85,2.7,1,1,2010,1
23,7500.0,1,138,1.4,3,1,2008,0
68,3400.0,2,125,0.6,3,1,2000,2
50,7500.0,3,350,2.2,0,1,2003,0
12,4500.0,3,135,1.6,1,1,2007,0
56,5350.0,3,250,2.2,1,1,2000,2
56,4500.0,5,184,1.3,0,1,2011,0
5,26000.0,0,270,4.8,3,1,2008,1
33,5350.0,1,115,1.4,3,1,2007,0
5,35500.0,3,67,3.0,3,1,2011,2
59,4200.0,5,220,1.5,0,1,2004,0
77,8950.0,5,170,1.6,0,1,2013,0
50,11500.0,5,381,2.2,0,1,2006,2
67,6500.0,1,260,1.6,1,1,2003,0
33,10900.0,3,44,1.4,3,1,2013,0
67,7500.0,3,105,1.6,0,0,2012,0
33,5900.0,3,99,1.4,3,1,2009,0
39,8500.0,0,129,2.0,1,1,2006,0
33,5950.0,1,200,1.4,3,1,2005,0
17,4000.0,1,72,0.8,3,1,2008,0
59,5600.0,4,117,1.5,0,1,2008,0
5,37000.0,0,186,5.0,3,1,2008,1
5,3000.0,3,190,2.0,3,0,2000,2
33,6500.0,1,137,1.4,1,1,2007,0
80,1300.0,4,70,1.2,3,1,2003,0
17,3400.0,3,133,1.3,1,1,2005,0
59,5500.0,3,153,1.6,2,1,2006,0
59,3900.0,5,202,1.9,0,1,2001,0
5,1750.0,4,200,2.0,3,0,2000,2
55,9300.0,0,100,2.5,3,1,2006,1
56,3750.0,3,1,2.0,3,1,1995,2
69,12400.0,0,73,2.0,0,1,2011,0
17,3200.0,3,172,1.3,1,1,2006,0
55,3600.0,0,230,2.2,0,0,2002,1
76,3900.0,1,109,1.6,3,1,2008,0
77,9000.0,1,120,1.2,0,1,2012,0
59,7600.0,5,183,1.9,0,1,2006,0
59,12350.0,3,64,2.0,1,1,2011,0
17,4777.0,3,115,1.5,1,1,2005,0
74,17835.0,0,240,2.7,1,1,2007,1
56,12950.0,5,230,2.5,0,1,2008,0
39,9500.0,3,98,1.6,3,1,2011,0
5,75555.0,3,30,4.4,3,1,2014,1
67,8800.0,1,190,2.0,3,1,2008,0
12,5400.0,0,67,1.7,3,1,2006,1
17,2700.0,3,158,1.3,1,1,2005,0
5,12000.0,0,218,3.0,0,0,2006,1
4,2100.0,4,275,2.5,0,0,1998,1
4,2799.0,4,390,1.9,0,0,1998,0
12,8500.0,3,67,1.5,1,1,2011,0
67,5000.0,3,230,2.0,3,1,2001,0
67,10950.0,3,125,1.6,1,1,2011,0
4,12200.0,3,130,2.4,3,1,2006,0
30,12100.0,1,95,1.8,3,1,2010,0
69,11800.0,0,51,2.0,0,1,2011,1
77,6000.0,5,200,2.0,0,1,2008,0
23,16400.0,0,87,2.5,3,1,2010,1
50,19600.0,5,127,1.8,0,1,2013,0
52,12400.0,3,52,1.6,3,1,2013,0
50,11999.0,2,215,2.2,0,1,2007,2
56,9700.0,2,230,2.5,0,1,2008,0
67,9500.0,1,84,1.6,3,1,2008,0
67,5500.0,1,120,1.2,3,1,2006,0
24,2778.75,3,110,2.5,3,1,2004,2
52,9000.0,3,78,2.4,1,1,2006,0
50,177777.0,0,0,5.5,3,1,2016,1
23,16700.0,0,145,2.5,1,1,2010,1
77,6799.0,1,1,1.4,1,1,1998,0
33,4200.0,3,135,1.6,1,1,2010,0
70,15800.0,0,82,2.0,3,1,2012,1
77,8500.0,5,230,1.9,0,1,2008,0
56,13999.0,5,180,2.0,0,1,2012,0
70,38900.0,0,0,2.0,0,1,2016,1
56,2600.0,2,369,2.0,3,1,1991,0
71,9888.0,0,140,2.0,3,1,2007,1
4,10000.0,3,206,2.5,0,1,2003,0
4,8000.0,4,200,2.7,0,1,2006,0
4,4000.0,3,380,2.8,3,1,1997,1
33,12200.0,0,118,2.0,1,1,2011,0
49,8050.0,3,140,2.0,3,1,2007,0
59,13999.0,5,180,2.0,0,1,2012,0
76,1200.0,3,200,1.3,3,1,1996,2
15,4399.0,3,147,1.4,3,1,2007,0
74,14900.0,0,288,4.7,1,1,2000,1
77,15900.0,2,160,1.8,3,1,2010,0
77,7700.0,3,220,2.8,3,1,2004,1
5,6500.0,3,311,2.0,1,1,1998,2
77,7700.0,3,180,1.8,3,1,2004,0
52,11500.0,0,142,2.4,3,1,2006,1
26,3100.0,3,160,1.5,3,1,2007,0
77,6999.0,1,195,1.4,0,1,2004,0
12,5500.0,1,83,1.5,3,1,2009,0
77,21500.0,0,178,3.0,0,1,2008,1
17,4300.0,3,80,1.3,1,1,2012,0
30,11000.0,3,180,1.8,3,1,2009,0
56,7400.0,3,182,1.8,3,1,2007,0
77,6500.0,3,190,1.9,0,1,2006,0
55,2100.0,1,170,2.2,0,0,2001,0
12,5350.0,0,140,1.7,3,1,2008,1
55,6600.0,0,288,2.8,0,0,2000,1
4,12500.0,3,165,2.4,3,1,2006,0
17,4999.0,3,144,1.6,1,1,2007,0
56,1699.0,4,241,1.7,0,0,1998,0
55,6400.0,0,240,3.0,0,0,2000,1
70,14600.0,0,93,3.6,3,1,2008,1
5,36300.0,0,83,3.5,3,1,2010,1
33,7800.0,1,58,1.4,3,1,2011,0
39,9450.0,1,182,2.0,3,1,2006,1
33,15500.0,0,135,3.8,1,1,2009,1
39,13000.0,3,13,1.4,3,1,2015,0
17,3667.95,1,58,0.8,3,1,2006,0
4,6557.85,3,327,4.2,1,1,2000,1
43,15299.0,0,162,3.3,3,1,2006,1
39,8500.0,3,153,2.0,1,1,2007,0
17,4500.0,3,65,1.5,3,1,2013,0
77,61000.0,0,2,3.0,0,1,2016,1
66,10300.0,1,170,2.0,3,1,2008,0
80,5200.0,3,53,1.5,1,1,2012,0
50,129999.0,3,37,4.7,3,1,2014,1
50,14500.0,4,178,3.0,0,1,2006,2
76,5700.0,1,97,1.6,3,1,2012,0
77,1850.0,4,270,1.9,0,1,2000,0
5,25800.0,3,203,2.0,0,1,2010,2
56,1800.0,4,390,2.3,0,1,1989,2
56,4000.0,3,215,2.0,3,1,1997,2
50,11400.0,3,220,5.0,3,1,2004,1
23,1750.0,3,250,1.4,3,1,1993,0
77,10500.0,5,130,1.9,0,1,2010,0
50,29900.0,3,83,2.2,0,1,2012,2
67,10500.0,1,152,2.0,3,1,2008,0
5,5900.0,4,220,2.8,3,1,1995,2
77,2000.0,3,300,1.3,3,1,1988,0
70,13999.0,0,130,2.0,3,1,2011,1
5,7200.0,3,448,3.0,3,1,1996,2
59,6800.0,5,119,1.5,0,1,2012,0
50,17999.0,5,260,2.2,0,1,2013,2
67,11111.0,3,99,1.6,3,1,2011,0
59,4100.0,5,190,1.9,0,1,2002,0
5,29900.0,3,175,2.0,0,1,2011,2
67,3800.0,1,150,1.2,3,1,2006,0
50,20200.0,3,69,2.0,3,1,2010,2
5,12900.0,3,200,2.5,3,1,2006,2
39,3000.0,3,331,1.5,1,1,1996,0
57,5700.0,1,137,1.4,3,1,2007,0
39,9300.0,3,72,2.0,1,1,2007,0
50,50250.0,3,0,2.2,0,1,2015,1
30,10300.0,3,134,1.8,1,1,2008,0
67,8900.0,4,130,1.2,0,1,2012,0
33,8599.0,1,95,1.6,0,1,2009,0
1,12100.0,3,91,2.2,3,1,2008,0
23,10900.0,1,53,1.0,3,1,2013,0
77,3600.0,3,330,2.8,1,1,1994,0
59,10200.0,1,70,1.5,0,1,2013,0
77,8500.0,3,220,2.0,2,1,2005,0
56,9500.0,2,157,2.0,0,1,2011,0
